midx,title
3285,"Serpent and the Rainbow, The (1988)"
3286,Serpico (1973)
3287,Session 9 (2001)
3288,Seven (a.k.a. Se7en) (1995)
3289,Seven Brides for Seven Brothers (1954)
3290,Seven Days in May (1964)
3291,Seven Pounds (2008)
3292,Seven Psychopaths (2012)
3293,Seven Samurai (Shichinin no samurai) (1954)
3294,"Seven Year Itch, The (1955)"
3295,Seven Years in Tibet (1997)
3296,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
3297,"Seventh Sign, The (1988)"
3298,Sex Drive (2008)
3299,Sex and Lucia (Lucía y el sexo) (2001)
3300,Sex and the City (2008)
3301,"Sex, Lies, and Videotape (1989)"
3302,Sexy Beast (2000)
3303,Sgt. Bilko (1996)
3304,Shadow of a Doubt (1943)
3305,Shadow of the Vampire (2000)
3306,"Shadow, The (1994)"
3307,Shadowlands (1993)
3308,Shaft (1971)
3309,Shaft (2000)
3310,"Shaggy Dog, The (1959)"
3311,Shakespeare in Love (1998)
3312,Shall We Dance (1937)
3313,Shall We Dance? (2004)
3314,Shall We Dance? (Shall We Dansu?) (1996)
3315,Shallow Grave (1994)
3316,Shallow Hal (2001)
3317,Shame (2011)
3318,Shampoo (1975)
3319,Shane (1953)
3320,Shanghai Knights (2003)
3321,Shanghai Noon (2000)
3322,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
3323,Shaolin Soccer (Siu lam juk kau) (2001)
3324,Shark Tale (2004)
3325,Shattered Glass (2003)
3326,Shaun of the Dead (2004)
3327,"Shawshank Redemption, The (1994)"
3328,She's All That (1999)
3329,She's Gotta Have It (1986)
3330,She's Out of My League (2010)
3331,She's the Man (2006)
3332,She's the One (1996)
3333,She-Devil (1989)
3334,Sherlock Holmes (2009)
3335,Sherlock Holmes: A Game of Shadows (2011)
3336,Shine (1996)
3337,"Shining, The (1980)"
3338,"Shipping News, The (2001)"
3339,Shoot 'Em Up (2007)
3340,Shooter (2007)
3341,"Shop Around the Corner, The (1940)"
3342,Shopgirl (2005)
3343,Short Circuit (1986)
3344,Short Circuit 2 (1988)
3345,Short Cuts (1993)
3346,Short Term 12 (2013)
3347,"Shot in the Dark, A (1964)"
3348,Show Me Love (Fucking Åmål) (1998)
3349,Showgirls (1995)
3350,Showtime (2002)
3351,Shrek (2001)
3352,Shrek 2 (2004)
3353,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
3354,Shrek the Third (2007)
3355,Shutter Island (2010)
3356,Sicario (2015)
3357,Sicko (2007)
3358,Sid and Nancy (1986)
3359,Side Effects (2013)
3360,Sideways (2004)
3361,"Siege, The (1998)"
3362,Signs (2002)
3363,"Silence of the Lambs, The (1991)"
3364,Silent Hill (2006)
3365,Silent Running (1972)
3366,Silkwood (1983)
3367,Silver Linings Playbook (2012)
3368,Silverado (1985)
3369,Simon Birch (1998)
3370,Simone (S1m0ne) (2002)
3371,"Simple Plan, A (1998)"
3372,Simply Irresistible (1999)
3373,"Simpsons Movie, The (2007)"
3374,Sin City (2005)
3375,Sin City: A Dame to Kill For (2014)
3376,Sinbad: Legend of the Seven Seas (2003)
3377,Sing (2016)
3378,Sing Street (2016)
3379,Singin' in the Rain (1952)
3380,"Single Man, A (2009)"
3381,Single White Female (1992)
3382,Singles (1992)
3383,Sinister (2012)
3384,Sirens (1994)
3385,Sister Act (1992)
3386,Sister Act 2: Back in the Habit (1993)
3387,"Sisterhood of the Traveling Pants, The (2005)"
3388,Six Days Seven Nights (1998)
3389,Six Degrees of Separation (1993)
3390,Sixteen Candles (1984)
3391,"Sixth Sense, The (1999)"
3392,"Skeleton Key, The (2005)"
3393,"Skin I Live In, The (La piel que habito) (2011)"
3394,"Skulls, The (2000)"
3395,Sky Captain and the World of Tomorrow (2004)
3396,Sky High (2005)
3397,Skyfall (2012)
3398,Slap Shot (1977)
3399,Sleeper (1973)
3400,Sleepers (1996)
3401,Sleeping Beauty (1959)
3402,Sleeping with the Enemy (1991)
3403,Sleepless in Seattle (1993)
3404,Sleepy Hollow (1999)
3405,Sleuth (1972)
3406,Sliding Doors (1998)
3407,Sling Blade (1996)
3408,Slither (2006)
3409,Sliver (1993)
3410,Slumdog Millionaire (2008)
3411,"Slums of Beverly Hills, The (1998)"
3412,Small Soldiers (1998)
3413,Small Time Crooks (2000)
3414,Smilla's Sense of Snow (1997)
3415,Smoke (1995)
3416,Smoke Signals (1998)
3417,Smokey and the Bandit (1977)
3418,Smokin' Aces (2006)
3419,Snake Eyes (1998)
3420,Snakes on a Plane (2006)
3421,Snatch (2000)
3422,Sneakers (1992)
3423,Snow Falling on Cedars (1999)
3424,Snow White and the Huntsman (2012)
3425,Snow White and the Seven Dwarfs (1937)
3426,Snowden (2016)
3427,Snowpiercer (2013)
3428,So I Married an Axe Murderer (1993)
3429,Soapdish (1991)
3430,"Social Network, The (2010)"
3431,Solaris (2002)
3432,Solaris (Solyaris) (1972)
3433,Soldier (1998)
3434,"Soldier's Story, A (1984)"
3435,Solo (1996)
3436,Solo: A Star Wars Story (2018)
3437,Some Folks Call It a Sling Blade (1993)
3438,Some Kind of Wonderful (1987)
3439,Some Like It Hot (1959)
3440,Someone Like You (2001)
3441,Someone to Watch Over Me (1987)
3442,Something Wicked This Way Comes (1983)
3443,Something to Talk About (1995)
3444,Something's Gotta Give (2003)
3445,Somewhere in Time (1980)
3446,Sommersby (1993)
3447,Son in Law (1993)
3448,Song of the Little Road (Pather Panchali) (1955)
3449,Song of the Sea (2014)
3450,Song of the South (1946)
3451,Sophie's Choice (1982)
3452,"Sorcerer's Apprentice, The (2010)"
3453,Soul Man (1986)
3454,"Sound of Music, The (1965)"
3455,Source Code (2011)
3456,South Pacific (1958)
3457,"South Park: Bigger, Longer and Uncut (1999)"
3458,Southpaw (2015)
3459,Soylent Green (1973)
3460,Space Cowboys (2000)
3461,Space Jam (1996)
3462,Spaceballs (1987)
3463,Spanglish (2004)
3464,"Spanish Apartment, The (L'auberge espagnole) (2002)"
3465,"Spanish Prisoner, The (1997)"
3466,Spanking the Monkey (1994)
3467,Spartacus (1960)
3468,Spartan (2004)
3469,Spawn (1997)
3470,"Specialist, The (1994)"
3471,Species (1995)
3472,Species II (1998)
3473,Spectre (2015)
3474,Speechless (1994)
3475,Speed (1994)
3476,Speed 2: Cruise Control (1997)
3477,Speed Racer (2008)
3478,Spellbound (1945)
3479,Spellbound (2002)
3480,Sphere (1998)
3481,Spice World (1997)
3482,Spider (2002)
3483,Spider-Man (2002)
3484,Spider-Man 2 (2004)
3485,Spider-Man 3 (2007)
3486,Spider-Man: Far from Home (2019)
3487,Spider-Man: Into the Spider-Verse (2018)
3488,"Spiderwick Chronicles, The (2008)"
3489,Spies Like Us (1985)
3490,Spirit: Stallion of the Cimarron (2002)
3491,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
3492,"Spitfire Grill, The (1996)"
3493,Splash (1984)
3494,Splice (2009)
3495,Split (2017)
3496,"SpongeBob SquarePants Movie, The (2004)"
3497,Spotlight (2015)
3498,Spring Breakers (2013)
3499,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
3500,Spy (2015)
3501,Spy Game (2001)
3502,Spy Hard (1996)
3503,Spy Kids (2001)
3504,Spy Kids 2: The Island of Lost Dreams (2002)
3505,Spy Kids 3-D: Game Over (2003)
3506,"Spy Who Loved Me, The (1977)"
3507,"Squid and the Whale, The (2005)"
3508,St. Elmo's Fire (1985)
3509,St. Vincent (2014)
3510,Stagecoach (1939)
3511,Stakeout (1987)
3512,Stalag 17 (1953)
3513,Stalingrad (1993)
3514,Stalker (1979)
3515,Stand and Deliver (1988)
3516,Stand by Me (1986)
3517,Star Trek (2009)
3518,Star Trek Beyond (2016)
3519,Star Trek II: The Wrath of Khan (1982)
3520,Star Trek III: The Search for Spock (1984)
3521,Star Trek IV: The Voyage Home (1986)
3522,Star Trek Into Darkness (2013)
3523,Star Trek V: The Final Frontier (1989)
3524,Star Trek VI: The Undiscovered Country (1991)
3525,Star Trek: First Contact (1996)
3526,Star Trek: Generations (1994)
3527,Star Trek: Insurrection (1998)
3528,Star Trek: Nemesis (2002)
3529,Star Trek: The Motion Picture (1979)
3530,Star Wars: Episode I - The Phantom Menace (1999)
3531,Star Wars: Episode II - Attack of the Clones (2002)
3532,Star Wars: Episode III - Revenge of the Sith (2005)
3533,Star Wars: Episode IV - A New Hope (1977)
3534,Star Wars: Episode V - The Empire Strikes Back (1980)
3535,Star Wars: Episode VI - Return of the Jedi (1983)
3536,Star Wars: Episode VII - The Force Awakens (2015)
3537,Star Wars: The Clone Wars (2008)
3538,Star Wars: The Last Jedi (2017)
3539,Stardust (2007)
3540,Stardust Memories (1980)
3541,Stargate (1994)
3542,Starman (1984)
3543,Starship Troopers (1997)
3544,Starsky & Hutch (2004)
3545,Startup.com (2001)
3546,State and Main (2000)
3547,State of Play (2009)
3548,"Station Agent, The (2003)"
3549,Stay (2005)
3550,Stealing Beauty (1996)
3551,Stealth (2005)
3552,Steamboat Willie (1928)
3553,Steel Magnolias (1989)
3554,Step Brothers (2008)
3555,Step Up (2006)
3556,"Stepford Wives, The (1975)"
3557,"Stepford Wives, The (2004)"
3558,Stepmom (1998)
3559,Steve Jobs (2015)
3560,Stigmata (1999)
3561,Still Alice (2014)
3562,"Sting, The (1973)"
3563,Stir of Echoes (1999)
3564,Stop Making Sense (1984)
3565,Stop! Or My Mom Will Shoot (1992)
3566,"Story of Us, The (1999)"
3567,Storytelling (2001)
3568,"Strada, La (1954)"
3569,Straight Outta Compton (2015)
3570,"Straight Story, The (1999)"
3571,Strange Brew (1983)
3572,Strange Days (1995)
3573,Stranger Than Paradise (1984)
3574,Stranger than Fiction (2006)
3575,Strangers on a Train (1951)
3576,"Strangers, The (2008)"
3577,Straw Dogs (1971)
3578,Strawberry and Chocolate (Fresa y chocolate) (1993)
3579,Street Fighter (1994)
3580,"Streetcar Named Desire, A (1951)"
3581,Strictly Ballroom (1992)
3582,Striking Distance (1993)
3583,Stripes (1981)
3584,Striptease (1996)
3585,Stuart Little (1999)
3586,Stuart Little 2 (2002)
3587,Stuart Saves His Family (1995)
3588,Stuck on You (2003)
3589,"Stupids, The (1996)"
3590,Submarine (2010)
3591,"Substitute, The (1996)"
3592,Sucker Punch (2011)
3593,Sudden Death (1995)
3594,Suicide Kings (1997)
3595,Suicide Squad (2016)
3596,Sullivan's Travels (1941)
3597,Sully (2016)
3598,"Sum of All Fears, The (2002)"
3599,Summer of Sam (1999)
3600,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
3601,Sunshine (2007)
3602,Sunshine Cleaning (2008)
3603,Super (2010)
3604,Super 8 (2011)
3605,Super Mario Bros. (1993)
3606,Super Size Me (2004)
3607,Super Troopers (2001)
3608,Superbad (2007)
3609,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
3610,Supergirl (1984)
3611,Superman (1978)
3612,Superman II (1980)
3613,Superman III (1983)
3614,Superman IV: The Quest for Peace (1987)
3615,Superman Returns (2006)
3616,Supernova (2000)
3617,Superstar (1999)
3618,"Sure Thing, The (1985)"
3619,Surf's Up (2007)
3620,Surrogates (2009)
3621,Suspicion (1941)
3622,Suspiria (1977)
3623,Swamp Thing (1982)
3624,"Swan Princess, The (1994)"
3625,Sweeney Todd: The Demon Barber of Fleet Street (2007)
3626,"Sweet Hereafter, The (1997)"
3627,Sweet Home Alabama (2002)
3628,Sweet November (2001)
3629,Sweet Smell of Success (1957)
3630,Sweet and Lowdown (1999)
3631,"Sweetest Thing, The (2002)"
3632,Swimming Pool (2003)
3633,Swimming with Sharks (1995)
3634,Swing Kids (1993)
3635,Swingers (1996)
3636,Swiss Army Man (2016)
3637,Swiss Family Robinson (1960)
3638,"Switch, The (2010)"
3639,"Sword in the Stone, The (1963)"
3640,Swordfish (2001)
3641,Sydney (Hard Eight) (1996)
3642,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
3643,"Synecdoche, New York (2008)"
3644,Syriana (2005)
3645,THX 1138 (1971)
3646,TMNT (Teenage Mutant Ninja Turtles) (2007)
3647,"Tailor of Panama, The (2001)"
3648,Take Shelter (2011)
3649,Take the Money and Run (1969)
3650,Taken (2008)
3651,Taken 2 (2012)
3652,Taken 3 (2015)
3653,Taking Lives (2004)
3654,"Taking of Pelham 1 2 3, The (2009)"
3655,"Taking of Pelham One Two Three, The (1974)"
3656,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
3657,"Talented Mr. Ripley, The (1999)"
3658,Tales from the Crypt Presents: Bordello of Blood (1996)
3659,Tales from the Crypt Presents: Demon Knight (1995)
3660,Tales from the Hood (1995)
3661,Talk to Her (Hable con Ella) (2002)
3662,Talladega Nights: The Ballad of Ricky Bobby (2006)
3663,"Taming of the Shrew, The (1967)"
3664,Tampopo (1985)
3665,Tangled (2010)
3666,Tango & Cash (1989)
3667,Tank Girl (1995)
3668,"Tao of Steve, The (2000)"
3669,Tarzan (1999)
3670,Taxi (1998)
3671,Taxi Driver (1976)
3672,Tea with Mussolini (1999)
3673,Teaching Mrs. Tingle (1999)
3674,Team America: World Police (2004)
3675,Tears of the Sun (2003)
3676,Ted (2012)
3677,Ted 2 (2015)
3678,Teen Wolf (1985)
3679,Teenage Mutant Ninja Turtles (1990)
3680,Teenage Mutant Ninja Turtles (2014)
3681,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3682,Teenage Mutant Ninja Turtles III (1993)
3683,Tell No One (Ne le dis à personne) (2006)
3684,"Ten Commandments, The (1956)"
3685,Tenacious D in The Pick of Destiny (2006)
3686,Tender Mercies (1983)
3687,Tequila Sunrise (1988)
3688,Terminal Velocity (1994)
3689,"Terminal, The (2004)"
3690,Terminator 2: Judgment Day (1991)
3691,Terminator 3: Rise of the Machines (2003)
3692,Terminator Genisys (2015)
3693,Terminator Salvation (2009)
3694,"Terminator, The (1984)"
3695,Terms of Endearment (1983)
3696,"Texas Chainsaw Massacre 2, The (1986)"
3697,"Texas Chainsaw Massacre, The (1974)"
3698,"Texas Chainsaw Massacre, The (2003)"
3699,Thank You for Smoking (2006)
3700,That Darn Cat! (1965)
3701,That Thing You Do! (1996)
3702,The Accountant (2016)
3703,The Age of Adaline (2015)
3704,The Amazing Spider-Man 2 (2014)
3705,The Artist (2011)
3706,The Ballad of Buster Scruggs (2018)
3707,The Big Sick (2017)
3708,The Book of Life (2014)
3709,The Butterfly Effect (2004)
3710,The Conjuring 2 (2016)
3711,The Count of Monte Cristo (2002)
3712,The DUFF (2015)
3713,The Danish Girl (2015)
3714,The Devil's Advocate (1997)
3715,The Disaster Artist (2017)
3716,The Drop (2014)
3717,The Edge of Seventeen (2016)
3718,The Expendables 3 (2014)
3719,The Falcon and the Snowman (1985)
3720,The Fate of the Furious (2017)
3721,The Fault in Our Stars (2014)
3722,The Favourite
3723,The Founder (2016)
3724,The Gift (2015)
3725,The Girl on the Train (2016)
3726,The Good Dinosaur (2015)
3727,The Greatest Showman (2017)
3728,The Handmaiden (2016)
3729,The Hateful Eight (2015)
3730,The Hitman's Bodyguard (2017)
3731,The Hobbit: The Battle of the Five Armies (2014)
3732,The Hunger (1983)
3733,The Hunger Games (2012)
3734,The Hunger Games: Catching Fire (2013)
3735,The Hunger Games: Mockingjay - Part 1 (2014)
3736,The Hunger Games: Mockingjay - Part 2 (2015)
3737,The Imitation Game (2014)
3738,The Intern (2015)
3739,The Interview (2014)
3740,The Jinx: The Life and Deaths of Robert Durst (2015)
3741,The Jungle Book (2016)
3742,The Killing of a Sacred Deer (2017)
3743,The Lego Batman Movie (2017)
3744,The Lego Movie (2014)
3745,The Lobster (2015)
3746,The Machinist (2004)
3747,The Magnificent Seven (2016)
3748,The Man from U.N.C.L.E. (2015)
3749,The Man in the Moon (1991)
3750,The Martian (2015)
3751,The Nice Guys (2016)
3752,The Post (2017)
3753,The Queen (2006)
3754,The Raid 2: Berandal (2014)
3755,The Raid: Redemption (2011)
3756,The Revenant (2015)
3757,The Scorpion King (2002)
3758,The Secret Life of Pets (2016)
3759,The Shape of Water (2017)
3760,The Spectacular Now (2013)
3761,The Theory of Everything (2014)
3762,The Witch (2015)
3763,Thelma & Louise (1991)
3764,Them! (1954)
3765,There Will Be Blood (2007)
3766,There's Something About Mary (1998)
3767,They Live (1988)
3768,"They Shoot Horses, Don't They? (1969)"
3769,"Thin Blue Line, The (1988)"
3770,"Thin Man, The (1934)"
3771,"Thin Red Line, The (1998)"
3772,"Thing from Another World, The (1951)"
3773,"Thing, The (1982)"
3774,"Thing, The (2011)"
3775,Things to Do in Denver When You're Dead (1995)
3776,Thinner (1996)
3777,"Third Man, The (1949)"
3778,Thirteen (2003)
3779,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
3780,Thirteen Days (2000)
3781,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
3782,"Thirteenth Floor, The (1999)"
3783,Thirty-Two Short Films About Glenn Gould (1993)
3784,This Boy's Life (1993)
3785,This Film Is Not Yet Rated (2006)
3786,This Is England (2006)
3787,This Is Spinal Tap (1984)
3788,This Is the End (2013)
3789,This Means War (2012)
3790,"Thomas Crown Affair, The (1968)"
3791,"Thomas Crown Affair, The (1999)"
3792,Thor (2011)
3793,Thor: Ragnarok (2017)
3794,Thor: The Dark World (2013)
3795,"Three Billboards Outside Ebbing, Missouri (2017)"
3796,"Three Burials of Melquiades Estrada, The (2006)"
3797,"Three Caballeros, The (1945)"
3798,Three Colors: Blue (Trois couleurs: Bleu) (1993)
3799,Three Colors: Red (Trois couleurs: Rouge) (1994)
3800,Three Colors: White (Trzy kolory: Bialy) (1994)
3801,Three Days of the Condor (3 Days of the Condor) (1975)
3802,Three Kings (1999)
3803,Three Men and a Baby (1987)
3804,Three Men and a Little Lady (1990)
3805,"Three Musketeers, The (1993)"
3806,Three to Tango (1999)
3807,Threesome (1994)
3808,Throne of Blood (Kumonosu jô) (1957)
3809,Throw Momma from the Train (1987)
3810,Thunderball (1965)
3811,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
3812,Tigerland (2000)
3813,"Tigger Movie, The (2000)"
3814,Time Bandits (1981)
3815,"Time Machine, The (1960)"
3816,"Time Machine, The (2002)"
3817,"Time Traveler's Wife, The (2009)"
3818,"Time to Kill, A (1996)"
3819,Timecop (1994)
3820,"Timecrimes (Cronocrímenes, Los) (2007)"
3821,Timeline (2003)
3822,Tin Cup (1996)
3823,"Tin Drum, The (Blechtrommel, Die) (1979)"
3824,Tin Men (1987)
3825,Tinker Tailor Soldier Spy (2011)
3826,Titan A.E. (2000)
3827,Titanic (1953)
3828,Titanic (1997)
3829,Titus (1999)
3830,To Be or Not to Be (1942)
3831,To Catch a Thief (1955)
3832,To Die For (1995)
3833,To Gillian on Her 37th Birthday (1996)
3834,To Have and Have Not (1944)
3835,To Kill a Mockingbird (1962)
3836,To Live (Huozhe) (1994)
3837,To Sir with Love (1967)
3838,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
3839,Together (Tillsammans) (2000)
3840,Tokyo Godfathers (2003)
3841,Tokyo Story (Tôkyô monogatari) (1953)
3842,Tom Jones (1963)
3843,Tom and Huck (1995)
3844,Tombstone (1993)
3845,Tommy (1975)
3846,Tommy Boy (1995)
3847,Tomorrow Never Dies (1997)
3848,Tomorrowland (2015)
3849,Tootsie (1982)
3850,Top Gun (1986)
3851,Top Hat (1935)
3852,Top Secret! (1984)
3853,Topsy-Turvy (1999)
3854,Tora! Tora! Tora! (1970)
3855,Total Recall (1990)
3856,Total Recall (2012)
3857,Touch of Evil (1958)
3858,Touching the Void (2003)
3859,"Tourist, The (2010)"
3860,Tower Heist (2011)
3861,"Towering Inferno, The (1974)"
3862,"Town, The (2010)"
3863,"Toxic Avenger, The (1985)"
3864,Toy Story (1995)
3865,Toy Story 2 (1999)
3866,Toy Story 3 (2010)
3867,Toys (1992)
3868,Trading Places (1983)
3869,Traffic (2000)
3870,Train to Busan (2016)
3871,Training Day (2001)
3872,Trainspotting (1996)
3873,Trainwreck (2015)
3874,Transamerica (2005)
3875,Transcendence (2014)
3876,Transformers (2007)
3877,Transformers: Age of Extinction (2014)
3878,Transformers: Dark of the Moon (2011)
3879,Transformers: Revenge of the Fallen (2009)
3880,Transformers: The Movie (1986)
3881,Transporter 2 (2005)
3882,Transporter 3 (2008)
3883,"Transporter, The (2002)"
3884,Treasure Planet (2002)
3885,"Treasure of the Sierra Madre, The (1948)"
3886,"Tree of Life, The (2011)"
3887,Trees Lounge (1996)
3888,Trekkies (1997)
3889,Tremors (1990)
3890,Triangle (2009)
3891,"Trip to Bountiful, The (1985)"
3892,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
3893,"Troll Hunter, The (Trolljegeren) (2010)"
3894,Tron (1982)
3895,Tron: Legacy (2010)
3896,Tropic Thunder (2008)
3897,"Trouble with Harry, The (1955)"
3898,Troy (2004)
3899,True Crime (1999)
3900,True Grit (1969)
3901,True Grit (2010)
3902,True Lies (1994)
3903,True Romance (1993)
3904,"Truly, Madly, Deeply (1991)"
3905,"Truman Show, The (1998)"
3906,Trust (1990)
3907,"Truth About Cats & Dogs, The (1996)"
3908,Tucker & Dale vs Evil (2010)
3909,Tucker: The Man and His Dream (1988)
3910,Turner & Hooch (1989)
3911,"Tuxedo, The (2002)"
3912,Twelfth Night (1996)
3913,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
3914,Twilight (2008)
3915,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
3916,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
3917,"Twilight Saga: Eclipse, The (2010)"
3918,"Twilight Saga: New Moon, The (2009)"
3919,Twin Peaks: Fire Walk with Me (1992)
3920,Twins (1988)
3921,Twister (1996)
3922,Two Weeks Notice (2002)
3923,Two if by Sea (1996)
3924,U Turn (1997)
3925,U-571 (2000)
3926,U.S. Marshals (1998)
3927,U2: Rattle and Hum (1988)
3928,UHF (1989)
3929,"Ugly Truth, The (2009)"
3930,Ulee's Gold (1997)
3931,Ultraviolet (2006)
3932,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
3933,"Unbearable Lightness of Being, The (1988)"
3934,Unbreakable (2000)
3935,Uncle Buck (1989)
3936,Under Siege (1992)
3937,Under Siege 2: Dark Territory (1995)
3938,Under the Skin (2013)
3939,Under the Tuscan Sun (2003)
3940,Undercover Brother (2002)
3941,Underground (1995)
3942,Underworld (2003)
3943,Underworld: Awakening (2012)
3944,Underworld: Evolution (2006)
3945,Underworld: Rise of the Lycans (2009)
3946,Unfaithful (2002)
3947,Unforgettable (1996)
3948,Unforgiven (1992)
3949,"Unforgiven, The (1960)"
3950,United 93 (2006)
3951,Universal Soldier (1992)
3952,Universal Soldier: The Return (1999)
3953,Unknown (2011)
3954,Unleashed (Danny the Dog) (2005)
3955,Unstoppable (2010)
3956,Unstrung Heroes (1995)
3957,Untamed Heart (1993)
3958,Until the End of the World (Bis ans Ende der Welt) (1991)
3959,Untitled Spider-Man Reboot (2017)
3960,"Untouchables, The (1987)"
3961,Unzipped (1995)
3962,Up (2009)
3963,Up Close and Personal (1996)
3964,Up in the Air (2009)
3965,Upgrade (2018)
3966,Urban Legend (1998)
3967,Urban Legends: Final Cut (2000)
3968,"Usual Suspects, The (1995)"
3969,V for Vendetta (2006)
3970,Valentine's Day (2010)
3971,Valerian and the City of a Thousand Planets (2017)
3972,Valkyrie (2008)
3973,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
3974,Vampire in Brooklyn (1995)
3975,Vampires (1998)
3976,Van Helsing (2004)
3977,Vanilla Sky (2001)
3978,"Vanishing, The (Spoorloos) (1988)"
3979,Vantage Point (2008)
3980,Vanya on 42nd Street (1994)
3981,Varsity Blues (1999)
3982,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)
3983,Velvet Goldmine (1998)
3984,Venom (2018)
3985,Vera Drake (2004)
3986,"Verdict, The (1982)"
3987,Vertical Limit (2000)
3988,Vertigo (1958)
3989,Very Bad Things (1998)
3990,"Very Brady Sequel, A (1996)"
3991,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
3992,Vicky Cristina Barcelona (2008)
3993,Victor/Victoria (1982)
3994,Videodrome (1983)
3995,"Vie en Rose, La (Môme, La) (2007)"
3996,"View to a Kill, A (1985)"
3997,Village of the Damned (1960)
3998,Village of the Damned (1995)
3999,"Village, The (2004)"
4000,"Virgin Suicides, The (1999)"
4001,Virtuosity (1995)
4002,Virus (1999)
4003,"Visitor, The (2007)"
4004,"Visitors, The (Visiteurs, Les) (1993)"
4005,Volcano (1997)
4006,Volver (2006)
4007,"Vow, The (2012)"
4008,WALL·E (2008)
4009,Wag the Dog (1997)
4010,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
4011,Wait Until Dark (1967)
4012,Waiting for Guffman (1996)
4013,Waiting to Exhale (1995)
4014,Waiting... (2005)
4015,Waitress (2007)
4016,Waking Life (2001)
4017,Waking Ned Devine (a.k.a. Waking Ned) (1998)
4018,Walk Hard: The Dewey Cox Story (2007)
4019,"Walk in the Clouds, A (1995)"
4020,Walk the Line (2005)
4021,"Walk to Remember, A (2002)"
4022,Walkabout (1971)
4023,Walking Tall (2004)
4024,Wall Street (1987)
4025,Wall Street: Money Never Sleeps (2010)
4026,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
4027,Wallace & Gromit: A Close Shave (1995)
4028,Wallace & Gromit: The Best of Aardman Animation (1996)
4029,Wallace & Gromit: The Wrong Trousers (1993)
4030,Waltz with Bashir (Vals im Bashir) (2008)
4031,Wanted (2008)
4032,War Dogs (2016)
4033,War Horse (2011)
4034,"War Room, The (1993)"
4035,War for the Planet of the Apes (2017)
4036,"War of the Roses, The (1989)"
4037,War of the Worlds (2005)
4038,"War of the Worlds, The (1953)"
4039,"War, The (1994)"
4040,WarGames (1983)
4041,Warcraft (2016)
4042,Warm Bodies (2013)
4043,Warrior (2011)
4044,"Warriors, The (1979)"
4045,Wasabi (2001)
4046,Watchmen (2009)
4047,Water for Elephants (2011)
4048,"Waterboy, The (1998)"
4049,Watership Down (1978)
4050,Waterworld (1995)
4051,"Wave, The (Welle, Die) (2008)"
4052,"Way We Were, The (1973)"
4053,"Way of the Gun, The (2000)"
4054,"Way, Way Back, The (2013)"
4055,Wayne's World (1992)
4056,Wayne's World 2 (1993)
4057,We Bought a Zoo (2011)
4058,We Need to Talk About Kevin (2011)
4059,We Were Soldiers (2002)
4060,We're the Millers (2013)
4061,"Weather Man, The (2005)"
4062,"Wedding Banquet, The (Xi yan) (1993)"
4063,Wedding Crashers (2005)
4064,"Wedding Date, The (2005)"
4065,"Wedding Planner, The (2001)"
4066,"Wedding Singer, The (1998)"
4067,Weekend at Bernie's (1989)
4068,Weekend at Bernie's II (1993)
4069,Weird Science (1985)
4070,Welcome to the Dollhouse (1995)
4071,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
4072,West Side Story (1961)
4073,Westworld (1973)
4074,Wet Hot American Summer (2001)
4075,Whale Rider (2002)
4076,What About Bob? (1991)
4077,What Dreams May Come (1998)
4078,What Ever Happened to Baby Jane? (1962)
4079,What Happens in Vegas... (2008)
4080,What Lies Beneath (2000)
4081,What Planet Are You From? (2000)
4082,What We Do in the Shadows (2014)
4083,What Women Want (2000)
4084,What a Girl Wants (2003)
4085,What's Eating Gilbert Grape (1993)
4086,What's Love Got to Do with It? (1993)
4087,Whatever Works (2009)
4088,When Harry Met Sally... (1989)
4089,When We Were Kings (1996)
4090,When a Man Loves a Woman (1994)
4091,Where Eagles Dare (1968)
4092,Where the Heart Is (2000)
4093,Where the Wild Things Are (2009)
